id,text
uwb-atcc_TWR-7aIEdK_005153_005267_PI,to tel aviv
uwb-atcc_TWR-7aIEdK_005416_005516_AT,csa
uwb-atcc_TWR-7aIEdK_005516_006266_AT,two eight six ruzyne delivery startup approved november current qnh one zero one eight time check five zero cleared to
uwb-atcc_TWR-7aIEdK_006266_006612_AT,tel aviv one hotel departure squawk one four four six
uwb-atcc_TWR-7aIEdK_007363_007856_PI,ok start approved one hotel and confirm squawk one four one one four four please
uwb-atcc_TWR-7aIEdK_007881_008048_AT,affirm one four four six
uwb-atcc_TWR-7gUBkk_000000_000613_PIAT,lufthansa nine echo lima line up runway one three and wait lufthansa nine echo lima lining up one three
uwb-atcc_TWR-7chJVY_000175_000458_PI,tower good evening beline six one golf delta holding short runway
uwb-atcc_TWR-7chJVY_000794_001022_AT,six one golf ruzyne tower roger
uwb-atcc_TWR-7i8smK_000177_000635_AT,csa eight echo charlie runway one three clear to land wind zero ni eight zero degrees five knots
uwb-atcc_TWR-7i8smK_000723_000917_PI,runway one three csa eight echo charlie
uwb-atcc_TWR-7iGqQg_000130_000512_PI,ruzyne tower csa seven three zero
uwb-atcc_TWR-7iGqQg_000664_000932_AT,csa seven three zero ruzyne tower
uwb-atcc_TWR-7Ktg08_000184_000825_AT,french navy five five alfa two wind one nine zero degrees five knots runway three one clear to land
uwb-atcc_TWR-7Ktg08_000850_001023_PI,clear to land one three five alfa two
uwb-atcc_TWR-7Ktg08_001227_001556_AT,oscar kilo echo uniform u
uwb-atcc_TWR-7Ktg08_001632_001735_PI,oscar kilo hotel uni
uwb-atcc_TWR-7Ktg08_001735_002289_PI,uniform u ultralight zephyr
uwb-atcc_TWR-7Ktg08_002608_003064_PI,kilo
uwb-atcc_TWR-7Ktg08_003367_003864_AT,oscar kilo hotel uniform u
uwb-atcc_TWR-7Ktg08_005478_005555_PI,ruzyne tower
uwb-atcc_TWR-7Ktg08_005900_006225_AT,swiss four six zero tango tower good morning continue approach
uwb-atcc_TWR-7lhsiw_000000_000633_PIAT,klm five five tango contact ruzyne ground one two one decimal nine good bye one two one nine sir nine
uwb-atcc_TWR-7lhsiw_000705_000781_PI,m five five tango
uwb-atcc_TWR-7lhsiw_001217_001773_AT,lufthansa nine kilo yankee runway three one clear to land wind three six zero degrees five knots
uwb-atcc_TWR-7lhsiw_001894_002098_PI,lufthansa nine kilo yankee clear land runway three one
uwb-atcc_TWR-7lhsiw_002187_002383_PI,praha jobair zero eight one
uwb-atcc_TWR-7lhsiw_002481_002722_AT,jobair zero eight one tower
uwb-atcc_TWR-7mN7kp_000000_000386_AT,csa two nine six turn runway one three cleared for takeoff wind two one zero degrees three knots
uwb-atcc_TWR-7OwDAB_000000_000372_AT,o kilo alfa lima yankee
uwb-atcc_TWR-7OwDAB_000591_000762_PI,oscar kilo alfa lima yankee
uwb-atcc_TWR-7PZmoW_000139_000413_AT,britair nine zero four charlie line up runway one three
uwb-atcc_TWR-7PZmoW_000438_000569_PI,line up runway
uwb-atcc_TWR-7PZmoW_000813_000993_PI,tower csa eight nine five
uwb-atcc_TWR-7PZmoW_001063_001363_AT,csa eight nine five ruzyne tower continue approach
uwb-atcc_TWR-7Qncin_000000_000250_PI,ruzyne tower csa nine two six
uwb-atcc_TWR-7Qncin_000294_000534_AT,csa nine two six tower
uwb-atcc_TWR-7RI7xn_000000_000313_PI,ruzyne tower good evening this is
uwb-atcc_TWR-7RI7xn_000377_000612_AT,lo contract one romeo golf ruzyne tower
uwb-atcc_TWR-7So9We_000078_000546_PI,ruzyne tower csa seven three one ils runway three one
uwb-atcc_TWR-7So9We_000588_001217_AT,csa seven three one ruzyne tower runway three one clear to land wind one eight zero degrees four knots
uwb-atcc_TWR-7So9We_001217_001531_PI,clear to land runway three one csa
uwb-atcc_TWR-7So9We_001531_001639_PI,seven three one
uwb-atcc_TWR-7SxoR3_000114_000686_AT,donavia three zero five runway three one clear to land wind three three zero degrees and three knots
uwb-atcc_TWR-7SxoR3_000710_000948_PI,clear to land runway three one donavia three zero five
uwb-atcc_TWR-8bduDw_000156_000455_AT,lufthansa eight kilo alfa line up and wait three one and wait
uwb-atcc_TWR-8bduDw_000582_000658_PI,eight kilo alfa li
uwb-atcc_TWR-8D5EwP_000069_000467_AT,csa nine six six runway one three cleared for takeoff wind zero eight zero degrees six knots
uwb-atcc_TWR-8D5EwP_000581_000778_PI,one three cleared for takeoff csa nine six
uwb-atcc_TWR-8Fe7t4_000225_000465_PI,praha tower good evening quality nine one romeo
uwb-atcc_TWR-8Fe7t4_001373_001607_AT,quality nine one romeo go ahead
uwb-atcc_TWR-8Fe7t4_002063_002438_AT,quality nine one romeo ruzyne tower startup approved time two seven
uwb-atcc_TWR-8Fe7t4_002460_002647_AT,clearance to via baltu
uwb-atcc_TWR-8Fe7t4_003411_003486_PI,so startup si a
uwb-atcc_TWR-8Fe7t4_003790_003861_PI,quali
uwb-atcc_TWR-8OrYW9_000175_000669_AT,nor shuttle three five eight one runway three one cleared for takeoff wind two two zero degrees six knots good bye
uwb-atcc_TWR-8OrYW9_000712_001175_PI,runway three one cleared for takeoff and we need another thirdy seconds behind departure
uwb-atcc_TWR-8Qjggs_000000_000762_PIAT,ruzyne tower csa eight zero eight three ils one three csa eight zero three ruzyne tower continue approach
uwb-atcc_TWR-8Qjggs_000855_000946_PI,wilco
uwb-atcc_TWR-8QLrts_000000_000370_PI,ruzyne tower csa five one six ready for departure
uwb-atcc_TWR-8QLrts_000450_001110_AT,csa five one six ruzyne tower roger behind landing traffic short final boeing seven three seven line up runway three one behind
uwb-atcc_TWR-8QLrts_001199_001474_PI,behind landing traffic on short final
uwb-atcc_TWR-8QLrts_001702_001782_PI,csa one s
uwb-atcc_TWR-8R39Mr_000179_000776_PIAT,yne tower csa eight eight one now established the ils one three csa eight eight one continue approach
uwb-atcc_TWR-8R39Mr_000977_001387_AT,csa three seven bravo runway one three clear to land wind zero one zero degrees six knots
uwb-atcc_TWR-8R39Mr_001432_001505_PI,clear to land
uwb-atcc_TWR-8rd7ds_000193_000399_PI,quality eight nine s
uwb-atcc_TWR-8rd7ds_000608_000969_AT,quality eight nine sierra taxi zulu hotel hold short of lima
uwb-atcc_TWR-8rd7ds_001078_001336_PI,zulu hotel hold short of lima quality eight ni
uwb-atcc_TWR-8SmwES_000000_000269_PI,ruzyne tower donavia three zero five
uwb-atcc_TWR-8SmwES_000391_000703_AT,donvaia three zero five ruzyne tower continue
uwb-atcc_TWR-8SmwES_000758_000951_PI,continue three one donavia three zero five
uwb-atcc_TWR-8UZ8xr_000092_000407_PI,ruzyne tower good turkish one seven six seven
uwb-atcc_TWR-8UZ8xr_000459_000753_AT,good morning turkish one seven six seven ruzyne tower
uwb-atcc_TWR-8wl7Du_000195_000713_PI,ruzyne tower csa seven three zero we re rejecked takeoff
uwb-atcc_TWR-8wl7Du_000713_001286_PI,we have a problem with with the power
uwb-atcc_TWR-8wl7Du_001551_002102_AT,csa seven three zero roger so you may vacate via papa or golf
uwb-atcc_TWR-8wl7Du_002142_002661_PI,just now we are turning to the right turn we call for the own technican call you back
uwb-atcc_TWR-8wl7Du_002749_002953_AT,roger when vacated runway con
uwb-atcc_TWR-8wl7Du_002953_003586_PIAT,tact ground one two one decimal nine one two one decimal nine csa seven three zero
uwb-atcc_TWR-8wl7Du_003871_004022_PI,praha tower good morni
uwb-atcc_TWR-8wl7Du_004061_004343_PI,seven eight seven heavy on the ils three one
uwb-atcc_TWR-8wl7Du_004468_004896_AT,hello lufthansa seven eight seven heavy ruzyne tower continue approach
uwb-atcc_TWR-8wl7Du_004985_005272_PI,roger and confirm that we are cleared for the ils approach
uwb-atcc_TWR-8wl7Du_005325_005575_PI,affirm cleared ils approach runway three one
uwb-atcc_TWR-8wl7Du_005609_005817_PI,roger lufthansa seven eight seven cleared
uwb-atcc_TWR-8YMGWQ_000140_000650_AT,csa seven six five runway three one clear to land wind one six zero degrees four knots
uwb-atcc_TWR-8YMGWQ_000703_000841_PI,clear to land three one csa
uwb-atcc_TWR-9A8VKQ_000149_000358_PI,ruzyne tower hello britair nine zero
uwb-atcc_TWR-9A8VKQ_000592_000892_PI,lima we are fully ready
uwb-atcc_TWR-9A8VKQ_000933_001244_AT,britair nine zero four charlie ruzyne tower good afternoon roger
uwb-atcc_TWR-9dvbpz_002497_003097_AT,air france one nine eight romeo runway one three cleared for takeoff wind zero one zero degrees seven knots
uwb-atcc_TWR-9dvbpz_003129_003494_PI,clear takeoff runway one three air france one nine eight romeo
uwb-atcc_TWR-9dvbpz_003540_003976_AT,izrael two five to the left and the ground one two one point nine
uwb-atcc_TWR-9dvbpz_004067_004264_PI,aero flot one four eight nine zero two five
uwb-atcc_TWR-9Gn7sZ_000266_000499_PI,holding short one three ready
uwb-atcc_TWR-9Gn7sZ_000569_000942_AT,lufthansa seven romeo golf line up runway one three and wait
uwb-atcc_TWR-9Gn7sZ_000989_001147_PI,line up one three and wait
uwb-atcc_TWR-9Ht02x_000160_000295_PI,prague yangzte river se
uwb-atcc_TWR-9Ht02x_000337_000457_PI,six zero request taxi
uwb-atcc_TWR-9Ht02x_000544_000718_AT,yangzte river seven four
uwb-atcc_TWR-9Ht02x_000741_001416_AT,six zero taxi to holding point runway three one via zulu bravo golf lima
uwb-atcc_TWR-9Ht02x_001739_001848_PI,zulu bravo golf li
uwb-atcc_TWR-9Ht02x_001914_002169_PI,clear to taxi to holding point runway three one
uwb-atcc_TWR-9Ht02x_002462_003037_AT,and tower beline seven zero victor is entering runway two two three one we are ready for departure
uwb-atcc_TWR-9Ht02x_003102_003864_PIAT,belin seven zero victor roger line up runway three one cleared for takeoff wind calm good bye cleared for line up and takeoff
uwb-atcc_TWR-9Ht02x_003886_004234_PI,runway three one have a nice day madame beline seven zero victor bye
uwb-atcc_TWR-9Ht02x_004306_004401_AT,same to you thank you
uwb-atcc_TWR-9HxW6o_000077_000850_PIAT,and prague tower hello cimber three five two five ils three one cimber three five two five hello ruzyne tower continue approach
uwb-atcc_TWR-9HxW6o_001099_001352_PI,tower hello german wings seven hotel ready for
uwb-atcc_TWR-9HxW6o_001432_001722_AT,german wings seven hotel hello ruzyne tower roger
uwb-atcc_TWR-9HxW6o_002498_003010_AT,cimber three five two five traffic information low vfr helicopter crossing right to left
uwb-atcc_TWR-9HxW6o_003010_003304_AT,and proceeding south west
uwb-atcc_TWR-9HxW6o_003361_003651_PI,ok we are looking for the helicopter three five two five
uwb-atcc_TWR-9HxW6o_003703_003896_AT,twelve o clock now four miles
uwb-atcc_TWR-9HxW6o_004352_004705_AT,csa seven seven three contact ground one two one decimal nine
uwb-atcc_TWR-9HxW6o_004840_004911_PI,csa seven seven
uwb-atcc_TWR-9Iu4HV_000000_000507_PI,ruzyne tower csa four bravo echo
uwb-atcc_TWR-9Iu4HV_000571_000809_AT,csa four bravo echo ruzyne tower
uwb-atcc_TWR-9Iu4HV_001671_001857_PI,ruzyne tower csa eight two eight
uwb-atcc_TWR-9Iu4HV_001946_002132_AT,csa eight two eight ruzyne tower
uwb-atcc_TWR-9jWoFY_000089_000415_PI,ruzyne tower oscar kilo papa india alfa radial now
uwb-atcc_TWR-9jWoFY_000537_000874_AT,oscar kilo k papa india alfa tower number two
uwb-atcc_TWR-9MP7Z2_000000_000124_AT,ruzyne tower
uwb-atcc_TWR-9MP7Z2_000163_000963_PI,sky travel six one eight stand one five information november one zero one eight request starting and destination hurgha
uwb-atcc_TWR-9MP7Z2_001075_001152_AT,two alfa charlie
uwb-atcc_TWR-9MP7Z2_001372_001472_AT,rghada
uwb-atcc_TWR-9MP7Z2_001930_002508_PI,startup approved and cleared to destination hurghada via voz one alfa departure with squawk one four zero two sky travel six four nine
uwb-atcc_TWR-9Nlpvj_000079_000542_PI,ground good evening again el al five two two ready for
uwb-atcc_TWR-9Nlpvj_000644_000975_AT,hello el al five two two ruzyne tower push back approve
uwb-atcc_TWR-9Nlpvj_001110_001220_PI,el al five
uwb-atcc_TWR-9PLbqg_000000_000284_AT,emirates one four zero line up runway one three
uwb-atcc_TWR-9PLbqg_000347_000613_PI,way one three line up and wait emirates one four zero
uwb-atcc_TWR-9qElIy_000183_000429_AT,csa eight lima charlie papa lima ground one two one eight zero
uwb-atcc_TWR-9qElIy_000546_000789_PI,p lima ground one two one eight zero
uwb-atcc_TWR-9qElIy_001212_001534_AT,csa eight seven whiskey runway one three clear to land wind zero nine zero degree
uwb-atcc_TWR-9qElIy_001635_001787_PI,clear to land runway one three
uwb-atcc_TWR-9qElIy_002115_002344_PI,ruzyne tower csa six three four
uwb-atcc_TWR-9qElIy_002428_002589_PI,d sequence ready
uwb-atcc_TWR-9qElIy_002656_002765_AT,roger
uwb-atcc_TWR-9rIjIB_000000_000484_PI,five five six on the stand five two standby
uwb-atcc_TWR-9rIjIB_000508_000959_AT,yeah yeah yeah that was car working on the hotel taxiway so
uwb-atcc_TWR-9rIjIB_000989_001237_AT,hate to call the most so standby second
uwb-atcc_TWR-9rIjIB_001430_001527_PI,standby one zero
uwb-atcc_TWR-9rIjIB_002151_002936_PI,wizz air five nine one stand five three information november ready to copy atc
uwb-atcc_TWR-9rIjIB_003041_003508_AT,yes standby second wizz air five five six now taxi to the right via hotel lima holding point r
uwb-atcc_TWR-9rIjIB_003647_004036_PI,taxi to the right hotel lima holding point runway three one wizair five five six
uwb-atcc_TWR-9rIjIB_004201_004629_PI,praha csa three five delta ils lo three one
uwb-atcc_TWR-9rIjIB_004718_004851_AT,three five delta
uwb-atcc_TWR-9tV3F4_000188_000725_PI,tower good morning sky travel one one nine three we re established
uwb-atcc_TWR-9tV3F4_000768_000863_PI,to runway three one
uwb-atcc_TWR-9tV3F4_001023_001403_AT,sky travel one one nine three tower good morning continue approach
uwb-atcc_TWR-9tV3F4_001433_001534_PI,tinue approach sky travel on
uwb-atcc_TWR-9tV3F4_001589_001638_PI,three
uwb-atcc_TWR-9tYH6O_000000_000337_PI,ruzyne tower zero one heliport
uwb-atcc_TWR-9w08AK_000125_000752_PI,ruzyne tower csa seven three zero approaching holding point runway three one on romeo and we are fully ready for departu
uwb-atcc_TWR-9w08AK_000886_001394_AT,csa seven three zero roger line up runway three one cleared for takeoff wind calm
uwb-atcc_TWR-9w08AK_001473_002007_PIAT,lining up runway three one and clear takeoff
uwb-atcc_TWR-9XCiOI_000000_000426_PI,oscar kilo bravo yankee hotel
uwb-atcc_TWR-9XCiOI_000559_000827_AT,o yankee hotel
uwb-atcc_TWR-16KQY0_000000_000476_AT,csa eight zero four runway one three cleared for takeoff wind one six zero degrees three knots
uwb-atcc_TWR-16KQY0_000549_000982_PI,cleared for takeoff one three csa one zero four
uwb-atcc_TWR-28mKGB_000213_000628_AT,kilo golf line up runway three one cleared for takeoff wind zero three zero degrees six knots
uwb-atcc_TWR-28mKGB_000704_001118_PI,line up runway three one cleared for takeoff csa six kilo golf
uwb-atcc_TWR-29ggrL_000143_000438_PI,tower hello lufthansa two uniform xray ils three one
uwb-atcc_TWR-29ggrL_000635_001254_AT,lufthansa two uniform xray tower good morning runway three one cleared to land wind one six zero degrees four knots
uwb-atcc_TWR-29ggrL_001311_001559_PI,lufthansa two uniform xray runway three one cleared to land
uwb-atcc_TWR-29oNz1_000073_000145_PI,ruzyne tower
uwb-atcc_TWR-29oNz1_000684_001165_AT,good morning finn air eight romeo golf ruzyne tower runway three one clear to land wind zero two zero
uwb-atcc_TWR-29oNz1_001198_001273_AT,two knots
uwb-atcc_TWR-34WskE_000160_000631_AT,csa nine seven six runway three one wind calm
uwb-atcc_TWR-34WskE_000681_000871_PI,runway three one cleared c
uwb-atcc_TWR-36E2k5_000000_000508_PIAT,oscar kilo india uniform oscar jedna dva za minutko mimo ce te er prejdete na vlastni naslys
uwb-atcc_TWR-36E2k5_001218_001299_PI,tower good evening
uwb-atcc_TWR-36E2k5_001331_001503_PI,anex eight eight papa romeo
uwb-atcc_TWR-36E2k5_001611_001987_AT,channex eight eight papa romeo hello roger ready for deparure
uwb-atcc_TWR-36E2k5_002143_002219_PI,affirm
uwb-atcc_TWR-36E2k5_002350_002628_AT,chanex eight eight papa romeo line up runway one three
uwb-atcc_TWR-36E2k5_002722_002909_PI,runway one three
uwb-atcc_TWR-36jhEX_000000_000250_PI,ruzyne tower csa five kilo papa
uwb-atcc_TWR-36jhEX_000285_000591_AT,csa five kilo papa ruzyne tower continue approach
uwb-atcc_TWR-41VOW9_000000_000284_PI,ruzyne tower csa one nine six three
uwb-atcc_TWR-41VOW9_000337_000463_PI,ceeding visually runway one three
uwb-atcc_TWR-41VOW9_000529_000860_PIAT,csa one nine six three continue wilco
uwb-atcc_TWR-41VOW9_001497_001687_AT,jobair zero eight two
uwb-atcc_TWR-41VOW9_001720_002014_AT,vacate left and contact groudn one two one point nine
uwb-atcc_TWR-41VOW9_002150_002389_PI,via papa one two one nine jobair zero eight two
uwb-atcc_TWR-43trgO_000118_000341_PI,tower hello nor shuttle one five zero three
uwb-atcc_TWR-43trgO_000592_000968_AT,nor shuttle one five zero three hello ruzyne tower are you ready
uwb-atcc_TWR-43trgO_001077_001177_PI,we
uwb-atcc_TWR-43trgO_001352_001673_AT,nor shuttle one five zero three line up runway three one
uwb-atcc_TWR-43trgO_001757_001838_PI,lining up
uwb-atcc_TWR-56AMC3_000085_000771_PIAT,swiss one two five victor line up runway three one be ready for immediate departure lining up and wait runway three one and be ready
uwb-atcc_TWR-59W4r5_000172_000563_PI,ruzyne tower csa three charlie zulu establish ils one three
uwb-atcc_TWR-59W4r5_000585_000798_AT,csa three charlie zulu ruzyne tow
uwb-atcc_TWR-59W4r5_000983_001227_AT,continue approach csa three charlie zulu
uwb-atcc_TWR-62fYPg_000071_000819_AT,o yankee romeo bravo vfr
uwb-atcc_TWR-62fYPg_001521_001759_PI,informace o provozu prijali nemam vizualni konta
uwb-atcc_TWR-65VCAD_000149_000533_PI,yne tower lot five two seven final three one
uwb-atcc_TWR-65VCAD_000571_000851_AT,lot five two seven ruzyne tower
uwb-atcc_TWR-65VCAD_000916_001361_AT,runway three one cleared to land wind zero six zero degrees and six knots
uwb-atcc_TWR-65VCAD_001383_001599_PI,cleared to land three one lot five two seven
uwb-atcc_TWR-65VCAD_001971_002680_AT,lot five two seven traffic information about two miles left of axis runway three one there is low vfr traffic
uwb-atcc_TWR-65VCAD_002680_003097_AT,holding at altitude two thousand feet not crossing axis runway three one
uwb-atcc_TWR-65VCAD_003097_003277_PI,copy it lot five two seven
uwb-atcc_TWR-71Lr9C_000150_000668_AT,csa nine on five six runway one three cleared for takeoff wind one five zero degrees three knots
uwb-atcc_TWR-71Lr9C_001197_001671_AT,csa nine five six runway one three cleared for takeoff wind one five zero degrees three knots
uwb-atcc_TWR-71Lr9C_001716_002018_PI,cleared for takeoff runway one three csa nine five six
uwb-atcc_TWR-71Lr9C_002217_002403_PI,tower csa
uwb-atcc_TWR-71Lr9C_002429_003075_PIAT,two six and ready for departure csa eight two six ruzyne tower line up runway one three and wait
uwb-atcc_TWR-71Lr9C_003143_003420_PI,line up runway one three and wait csa eight two six
uwb-atcc_TWR-86NfsI_000000_000573_AT,sky travel one zero one zero runway three one cleared for takeoff wind one nine zero degrees five knots
uwb-atcc_TWR-86NfsI_000620_000905_PI,cleared for takeoff three one sky travel one zero one zero
uwb-atcc_TWR-86NfsI_001438_001882_PI,ruzyne tower sky travel one zero three eight on taxiway
uwb-atcc_TWR-86NfsI_001926_002134_PI,lima radio
uwb-atcc_TWR-86NfsI_002214_002539_AT,sky travel one zero three eight ruzyne tower good afternoon roger
uwb-atcc_TWR-87ije7_000076_000556_AT,hotel foxtrot three contact ruzyne ground one two one decimal nine good bye
uwb-atcc_TWR-87ije7_000594_000732_PI,one two one nine good day
uwb-atcc_TWR-87ije7_001168_001780_AT,csa three delta zulu runway three one clear to takeoff wind one zero zero degrees and five knots
uwb-atcc_TWR-87ije7_001888_002457_PI,runway three one cleared for takeoff csa two delta zulu
uwb-atcc_TWR-88efCF_000131_000503_PIAT,csa five seven two one line up runway three one lining up runway three one c
uwb-atcc_TWR-88efCF_001354_002003_AT,csa four echo line up runway three one and wait number two for departure number one atr intersection romeo
uwb-atcc_TWR-88efCF_002066_002459_PI,csa four echo line up runway three one and wait number two for de departure
uwb-atcc_TWR-88efCF_002886_003213_PI,ruzyne tower csa seven tango ready
uwb-atcc_TWR-88efCF_003238_003479_AT,csa seven tango ruzyne tower
uwb-atcc_TWR-88efCF_003734_004052_AT,csa eight two seven ground one two one decimal nine
uwb-atcc_TWR-88efCF_004081_004158_PI,one two one nine
uwb-atcc_TWR-88efCF_004352_004720_AT,csa five seven two runway three one cleared for takeoff wind one eight zero degrees
uwb-atcc_TWR-88efCF_004751_005029_PIAT,runway three one cleared for takeoff
uwb-atcc_TWR-88Pgy4_000000_000621_PI,easy three eight papa golf spoken to clearance and
uwb-atcc_TWR-88Pgy4_000621_001164_PI,and departure time is now three six we believe we can go five minutes before that so requesting
uwb-atcc_TWR-88Pgy4_001185_001259_PI,parture
uwb-atcc_TWR-88Pgy4_001299_002019_PIAT,easy three eight papa golf i m still waiting for message for your flight so wait please ok we re standing
uwb-atcc_TWR-89zbqT_000000_000459_AT,csa eight zero three runway one three clear to land wind three six zero degrees seven knots
uwb-atcc_TWR-89zbqT_000569_000916_AT,csa eight zero three cleared to land runway one three
uwb-atcc_TWR-89zbqT_000952_001382_AT,csa nine two seven left lima and ground one two one decimal nine
uwb-atcc_TWR-89zbqT_001409_001773_PI,to the left via lima one two one decimal nine csa nine two seven
uwb-atcc_TWR-97wOfU_000105_000305_AT,follow echo alfa
uwb-atcc_TWR-97wOfU_000395_000498_PI,e alfa
uwb-atcc_TWR-145EpP_000000_000451_PI,ruzyne tower csa nine zero five established ils one three
uwb-atcc_TWR-145EpP_000487_000994_AT,csa nine zero five ruzyne tower runway one three cleared to land wind two zero zero degrees
uwb-atcc_TWR-145EpP_001078_001407_PI,runway one three cleared to land csa nine zero fi
uwb-atcc_TWR-345Jix_000000_000301_AT,csa five six zero line up runway one three
uwb-atcc_TWR-345Jix_000368_000613_PI,line up runway one three csa five six zero
uwb-atcc_TWR-898Sku_000179_000686_AT,csa five zero four runway three one cleared for takeoff wind two zero zero degrees three knots
uwb-atcc_TWR-898Sku_000749_001040_PI,cleared for takeoff runway three one csa five zero four
uwb-atcc_TWR-952cUz_000000_000607_AT,o kilo uniform india oscar kilo india uniform oscar
uwb-atcc_TWR-952cUz_000900_001019_PI,k oscar kilo
uwb-atcc_TWR-34720N_000202_000453_PI,ruzyne tower good evening el al five two two
uwb-atcc_TWR-34720N_000693_000797_AT,good evening el al five
uwb-atcc_TWR-34720N_000911_001089_PI,we are ready
